날짜,1호선,역이름,타는인원,내린 인원
20190326,1호선,동묘앞,11275,11965
20190326,1호선,청량리(서울시립대입구),28823,29523
20190326,1호선,제기동,23423,24069
20190326,1호선,신설동,18895,18385
20190326,1호선,동대문,15834,17362
20190326,1호선,종로5가,30705,30555
20190326,1호선,종로3가,37441,34871
20190326,1호선,종각,49887,48365
20190326,1호선,시청,30717,30909
20190326,1호선,서울역,59833,56636
